show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s128,TV Show,Golden Promise 128,Denis Villeneuve,"Daniel Kaluuya, Idris Elba, Deepika Padukone",Egypt,"September 25, 2014",1992,TV-14,1 Seasons,"Action & Adventure, Romantic Movies, Horror Movies",A tv show about identity set in Egypt.
s129,Movie,Silent Whisper 129,Spike Lee,"Idris Elba, Shah Rukh Khan, Tilda Swinton, Riz Ahmed, Penelope Cruz",Indonesia,"January 30, 2018",2017,R,97 min,"Comedies, Independent Movies",A movie about love set in Indonesia.
s130,TV Show,Frozen Promise 130,Bong Joon-ho,"Daniel Kaluuya, Lupita Nyong'o, Tilda Swinton, Idris Elba",Indonesia,"July 24, 2010",2012,TV-Y7,3 Seasons,"Sci-Fi & Fantasy, Independent Movies, Comedies",A tv show about power set in Indonesia.
s131,Movie,Midnight Garden 131,Anurag Kashyap,"Florence Pugh, Penelope Cruz, Oscar Isaac",Italy,"November 30, 2018",2001,TV-Y7,118 min,Romantic Movies,A movie about family set in Italy.
s132,TV Show,Velvet Empire 132,Martin Scorsese,"Florence Pugh, Lupita Nyong'o, Zendaya",Turkey,"April 27, 2017",2018,TV-14,1 Seasons,Sci-Fi & Fantasy,A tv show about love set in Turkey.
s133,Movie,Frozen Storm 133,,"Song Kang-ho, Oscar Isaac, Viola Davis, Saoirse Ronan, Lupita Nyong'o",Brazil,"December 06, 2008",2018,TV-Y,71 min,"Horror Movies, Sci-Fi & Fantasy, International Movies",A movie about survival set in Brazil.
s134,Movie,Dark Project 134,,"Deepika Padukone, Song Kang-ho",Philippines,"September 08, 2021",2017,TV-PG,97 min,International Movies,A movie about identity set in Philippines.
s135,Movie,Hidden Code 135,Denis Villeneuve,"Oscar Isaac, Daniel Kaluuya, Saoirse Ronan, Lupita Nyong'o",Canada,"March 25, 2017",1993,TV-PG,78 min,Documentaries,A movie about power set in Canada.
s136,Movie,Crimson Truth 136,Hayao Miyazaki,"Riz Ahmed, Penelope Cruz, Deepika Padukone, Viola Davis",United Kingdom,"March 29, 2014",2013,TV-Y7,128 min,"Dramas, Comedies, Anime Series",A movie about power set in United Kingdom.
s137,Movie,Eternal Project 137,,"Riz Ahmed, Daniel Kaluuya, Song Kang-ho",Australia,"July 29, 2015",1998,TV-Y7,132 min,"International Movies, Music & Musicals, Action & Adventure",A movie about power set in Australia.
s138,TV Show,Wild Empire 138,,"Zendaya, Tom Hardy, Penelope Cruz, Song Kang-ho, Mahershala Ali",Mexico,"February 22, 2014",1995,PG-13,2 Season,"Romantic Movies, International Movies, TV Comedies",A tv show about power set in Mexico.
s139,Movie,Golden Truth 139,,"Tom Hardy, Song Kang-ho",France,"August 26, 2019",2018,,132 min,Stand-Up Comedy,A movie about power set in France.
s140,Movie,Midnight Garden 140,Ava DuVernay,"Tilda Swinton, Idris Elba",France,"December 26, 2010",1999,NR,47 min,"Romantic Movies, Anime Series, TV Dramas",A movie about power set in France.
s141,Movie,Golden Promise 141,Mira Nair,"Shah Rukh Khan, Zendaya, Viola Davis",Canada,"August 11, 2016",2012,PG,80 min,Children & Family Movies,A movie about power set in Canada.
s142,Movie,Frozen Code 142,Mira Nair,"Oscar Isaac, Song Kang-ho",Nigeria,"October 14, 2016",2008,R,171 min,"Action & Adventure, Horror Movies",A movie about survival set in Nigeria.
s143,Movie,Midnight Legacy 143,Martin Scorsese,"Saoirse Ronan, Penelope Cruz, Riz Ahmed, Oscar Isaac",China,"July 25, 2018",1994,,62 min,Children & Family Movies,A movie about crime set in China.
s144,Movie,Lost Truth 144,Greta Gerwig,"Riz Ahmed, Mahershala Ali, Penelope Cruz, Viola Davis, Tilda Swinton",Indonesia,"November 15, 2009",2009,R,84 min,"Crime TV Shows, TV Comedies, Comedies",A movie about family set in Indonesia.
s145,Movie,Golden Project 145,,"Song Kang-ho, Deepika Padukone, Oscar Isaac, Riz Ahmed, Tom Hardy",Japan,"January 29, 2011",1990,PG,178 min,"Children & Family Movies, Romantic Movies, TV Dramas",A movie about crime set in Japan.
s146,TV Show,Dark Storm 146,Christopher Nolan,"Tilda Swinton, Florence Pugh",Nigeria,"December 06, 2020",1994,G,6 Season,"Romantic Movies, TV Dramas, Music & Musicals",A tv show about family set in Nigeria.
s147,TV Show,Bright Code 147,Christopher Nolan,"Viola Davis, Riz Ahmed",Spain,"February 29, 2016",2014,TV-PG,1 Seasons,"Stand-Up Comedy, Horror Movies, Crime TV Shows",A tv show about crime set in Spain.
s148,Movie,Golden Whisper 148,Christopher Nolan,"Viola Davis, Shah Rukh Khan",Nigeria,"December 28, 2016",1994,PG-13,124 min,"Comedies, Reality TV",A movie about survival set in Nigeria.
s149,Movie,Crimson Storm 149,Greta Gerwig,"Zendaya, Idris Elba, Oscar Isaac",South Korea,"April 04, 2020",2005,TV-Y,51 min,Reality TV,A movie about family set in South Korea.
s150,Movie,Golden City 150,,"Oscar Isaac, Viola Davis, Song Kang-ho, Lupita Nyong'o, Riz Ahmed",India,"March 12, 2011",2007,R,178 min,"TV Dramas, Anime Series",A movie about power set in India.
s151,Movie,Midnight Legacy 151,,"Viola Davis, Penelope Cruz",France,"November 08, 2013",2010,TV-Y,128 min,"Anime Series, Children & Family Movies",A movie about crime set in France.
s152,Movie,Crimson Promise 152,Mira Nair,"Idris Elba, Deepika Padukone",Turkey,"January 14, 2016",2003,TV-Y7,112 min,Comedies,A movie about crime set in Turkey.
s153,TV Show,Hidden Project 153,Mira Nair,,Australia,"July 26, 2013",2012,TV-MA,5 Season,Dramas,A tv show about survival set in Australia.
s154,TV Show,Frozen Memory 154,Christopher Nolan,"Song Kang-ho, Tom Hardy, Zendaya",Spain,"December 25, 2016",2013,TV-14,5 Seasons,Dramas,A tv show about love set in Spain.
s155,Movie,Iron Heart 155,Christopher Nolan,"Song Kang-ho, Tom Hardy, Deepika Padukone, Zendaya",Philippines,"November 09, 2016",2021,TV-Y,89 min,"Thrillers, Romantic Movies",A movie about family set in Philippines.
s156,Movie,Bright Promise 156,,"Oscar Isaac, Deepika Padukone, Penelope Cruz",Argentina,"April 10, 2014",2014,R,179 min,Reality TV,A movie about love set in Argentina.
s157,TV Show,Sacred Memory 157,Pedro Almodovar,"Tilda Swinton, Penelope Cruz, Saoirse Ronan, Shah Rukh Khan",,"August 28, 2008",2007,TV-Y7,9 Season,"Horror Movies, Romantic Movies, Action & Adventure",A tv show about crime set in an unnamed place.
s158,Movie,Hidden Legacy 158,Ava DuVernay,,Spain,"September 16, 2016",2012,TV-PG,90 min,Independent Movies,A movie about family set in Spain.
s159,TV Show,Golden Whisper 159,Martin Scorsese,"Saoirse Ronan, Oscar Isaac, Song Kang-ho, Florence Pugh",Argentina,"December 09, 2011",2021,TV-MA,4 Seasons,Korean TV Shows,A tv show about survival set in Argentina.
s160,Movie,Bright Code 160,,"Tilda Swinton, Tom Hardy, Zendaya",France,"October 21, 2019",2013,PG,146 min,"Action & Adventure, Crime TV Shows, Sci-Fi & Fantasy",A movie about family set in France.
s161,Movie,Silent Memory 161,Park Chan-wook,"Idris Elba, Mahershala Ali, Lupita Nyong'o, Zendaya",Indonesia,"January 02, 2013",2001,PG-13,77 min,Dramas,A movie about power set in Indonesia.
s162,TV Show,Broken Project 162,Mira Nair,,Indonesia,"September 06, 2020",1996,TV-PG,6 Seasons,TV Dramas,A tv show about family set in Indonesia.
s163,Movie,Bright Kingdom 163,Park Chan-wook,"Zendaya, Tom Hardy, Saoirse Ronan, Song Kang-ho",United Kingdom,"June 04, 2010",1990,TV-Y7,152 min,Stand-Up Comedy,A movie about survival set in United Kingdom.
s164,TV Show,Eternal Legacy 164,Spike Lee,"Idris Elba, Deepika Padukone, Viola Davis",India,"February 23, 2015",2006,TV-14,6 Season,"Romantic Movies, Comedies",A tv show about identity set in India.
s165,TV Show,Midnight Whisper 165,Mira Nair,"Riz Ahmed, Tilda Swinton",Turkey,"April 09, 2010",2011,R,7 Seasons,"Reality TV, Children & Family Movies, Sci-Fi & Fantasy",A tv show about family set in Turkey.
s166,Movie,Lost Shadow 166,Spike Lee,"Tom Hardy, Penelope Cruz, Viola Davis, Saoirse Ronan",Indonesia,"March 05, 2010",1991,PG-13,65 min,"Action & Adventure, Sci-Fi & Fantasy",A movie about survival set in Indonesia.
s167,Movie,Bright Hour 167,Park Chan-wook,"Mahershala Ali, Zendaya, Penelope Cruz",Egypt,"November 11, 2017",2019,PG-13,189 min,Documentaries,A movie about power set in Egypt.
s168,Movie,Midnight Hour 168,Pedro Almodovar,"Viola Davis, Riz Ahmed, Penelope Cruz",Turkey,"August 25, 2018",2005,TV-14,146 min,"International Movies, Korean TV Shows, Independent Movies",A movie about identity set in Turkey.
s169,Movie,Velvet Promise 169,,"Idris Elba, Song Kang-ho, Florence Pugh",India,"October 06, 2017",2002,TV-PG,197 min,"Crime TV Shows, Comedies",A movie about love set in India.
s170,Movie,Broken Legacy 170,Greta Gerwig,"Riz Ahmed, Viola Davis",France,"January 25, 2021",1996,NR,70 min,"Reality TV, TV Dramas",A movie about survival set in France.
s171,Movie,Iron Heart 171,Spike Lee,,France,"January 03, 2017",1992,PG,105 min,British TV Shows,A movie about family set in France.
s172,TV Show,Lost Whisper 172,Greta Gerwig,"Song Kang-ho, Riz Ahmed, Daniel Kaluuya, Shah Rukh Khan, Saoirse Ronan",Egypt,"March 13, 2015",2007,NR,2 Season,Stand-Up Comedy,A tv show about power set in Egypt.
s173,Movie,Frozen Project 173,Martin Scorsese,"Shah Rukh Khan, Saoirse Ronan, Mahershala Ali",France,"October 04, 2019",1991,R,59 min,International Movies,A movie about survival set in France.
s174,Movie,Eternal Memory 174,,"Florence Pugh, Tilda Swinton, Viola Davis, Zendaya, Tom Hardy",Argentina,"December 25, 2011",2020,PG,133 min,Children & Family Movies,A movie about power set in Argentina.
s175,TV Show,Midnight Storm 175,,,South Korea,"January 18, 2013",2003,TV-Y,9 Season,"Dramas, British TV Shows, Documentaries",A tv show about power set in South Korea.
s176,Movie,Sacred Empire 176,,"Lupita Nyong'o, Penelope Cruz, Zendaya, Idris Elba",South Korea,"September 05, 2019",2015,TV-MA,175 min,"TV Dramas, Reality TV, Sci-Fi & Fantasy",A movie about family set in South Korea.
s177,Movie,Wild Kingdom 177,Greta Gerwig,"Lupita Nyong'o, Tilda Swinton, Mahershala Ali, Zendaya",France,"May 22, 2013",1993,NR,148 min,"Crime TV Shows, Documentaries, Dramas",A movie about power set in France.
s178,Movie,Hidden Storm 178,Hayao Miyazaki,"Penelope Cruz, Idris Elba",Spain,"September 02, 2018",2012,TV-PG,187 min,Sci-Fi & Fantasy,A movie about love set in Spain.
s179,Movie,Golden Storm 179,Pedro Almodovar,"Tilda Swinton, Daniel Kaluuya, Viola Davis",Spain,"November 20, 2014",2016,PG,140 min,"Independent Movies, Sci-Fi & Fantasy",A movie about survival set in Spain.
s180,TV Show,Wild Empire 180,Mira Nair,"Daniel Kaluuya, Zendaya",Canada,"July 23, 2016",2009,TV-PG,3 Seasons,"Stand-Up Comedy, Independent Movies",A tv show about survival set in Canada.
s181,Movie,Dark Memory 181,,,Japan,"April 20, 2009",1990,R,88 min,"Romantic Movies, British TV Shows, Comedies",A movie about crime set in Japan.
s182,Movie,Iron Shadow 182,Spike Lee,"Penelope Cruz, Mahershala Ali",United States,"November 29, 2019",2002,,46 min,"Horror Movies, Music & Musicals, TV Dramas",A movie about family set in United States.
s183,Movie,Broken Legacy 183,Anurag Kashyap,,,"March 23, 2018",2011,TV-PG,132 min,"TV Dramas, Thrillers",A movie about crime set in an unnamed place.
s184,TV Show,Bright Truth 184,Bong Joon-ho,"Penelope Cruz, Mahershala Ali, Tom Hardy",Japan,"November 02, 2008",2014,PG-13,9 Seasons,"International Movies, Action & Adventure, Dramas",A tv show about love set in Japan.
s185,Movie,Broken Heart 185,Pedro Almodovar,"Penelope Cruz, Mahershala Ali, Tilda Swinton",Mexico,"April 07, 2010",2007,TV-PG,152 min,Korean TV Shows,A movie about power set in Mexico.
s186,Movie,Hidden Kingdom 186,Spike Lee,"Lupita Nyong'o, Riz Ahmed, Daniel Kaluuya",Brazil,"August 16, 2014",2000,TV-Y7,98 min,"British TV Shows, Crime TV Shows, Horror Movies",A movie about love set in Brazil.
s187,Movie,Midnight City 187,,"Saoirse Ronan, Viola Davis, Florence Pugh, Lupita Nyong'o, Zendaya",Canada,"March 08, 2013",2019,PG-13,112 min,"International Movies, Action & Adventure",A movie about crime set in Canada.
s188,TV Show,Dark Storm 188,Park Chan-wook,"Song Kang-ho, Riz Ahmed",India,,1998,TV-PG,6 Season,"Music & Musicals, Children & Family Movies",A tv show about power set in India.
s189,Movie,Dark Whisper 189,,"Lupita Nyong'o, Riz Ahmed, Penelope Cruz, Mahershala Ali, Deepika Padukone",Japan,"April 25, 2009",2000,NR,168 min,"Anime Series, Romantic Movies, TV Comedies",A movie about family set in Japan.
s190,Movie,Dark Hour 190,Ava DuVernay,"Daniel Kaluuya, Zendaya, Deepika Padukone",Turkey,"June 02, 2009",2006,TV-MA,179 min,"Independent Movies, Music & Musicals, Horror Movies",A movie about power set in Turkey.
s191,TV Show,Frozen Legacy 191,Mira Nair,,Spain,"August 18, 2016",1999,G,1 Season,Korean TV Shows,A tv show about survival set in Spain.
s192,TV Show,Dark Promise 192,,"Tilda Swinton, Saoirse Ronan, Tom Hardy",China,"January 16, 2017",2005,TV-Y7,8 Season,"Anime Series, Crime TV Shows",A tv show about love set in China.
s193,TV Show,Golden Hour 193,,"Tom Hardy, Riz Ahmed",Indonesia,"October 31, 2014",2003,TV-Y7,6 Season,Horror Movies,A tv show about survival set in Indonesia.
s194,Movie,Sacred Code 194,Ava DuVernay,"Song Kang-ho, Viola Davis, Florence Pugh, Tilda Swinton, Daniel Kaluuya",,"July 19, 2014",2013,TV-MA,87 min,"Documentaries, Stand-Up Comedy",A movie about love set in an unnamed place.
s195,Movie,Crimson Garden 195,,"Zendaya, Riz Ahmed, Florence Pugh",Australia,"April 18, 2017",1992,NR,76 min,"Anime Series, Independent Movies",A movie about identity set in Australia.
s196,Movie,Wild Empire 196,Martin Scorsese,"Daniel Kaluuya, Zendaya, Lupita Nyong'o, Florence Pugh, Shah Rukh Khan",Japan,"November 17, 2010",1996,NR,200 min,"Korean TV Shows, TV Comedies",A movie about survival set in Japan.
s197,TV Show,Bright Memory 197,Greta Gerwig,"Oscar Isaac, Deepika Padukone, Florence Pugh, Shah Rukh Khan",Indonesia,"June 28, 2019",2009,G,6 Seasons,"Thrillers, Music & Musicals, Independent Movies",A tv show about identity set in Indonesia.
s198,TV Show,Iron Whisper 198,Anurag Kashyap,"Tilda Swinton, Mahershala Ali, Viola Davis",China,"October 18, 2020",2016,G,5 Seasons,"Dramas, Korean TV Shows",A tv show about love set in China.
s199,Movie,Silent Empire 199,Bong Joon-ho,"Oscar Isaac, Tilda Swinton, Saoirse Ronan",India,"August 14, 2014",2003,TV-MA,136 min,"Action & Adventure, Reality TV",A movie about crime set in India.
s200,TV Show,Frozen Shadow 200,,"Viola Davis, Zendaya, Penelope Cruz, Riz Ahmed",Australia,"March 16, 2009",1990,R,8 Seasons,"TV Dramas, Independent Movies, Reality TV",A tv show about power set in Australia.
s201,Movie,Sacred Memory 201,Greta Gerwig,"Idris Elba, Shah Rukh Khan",Canada,"August 11, 2017",2007,TV-PG,86 min,"Children & Family Movies, Dramas, Crime TV Shows",A movie about survival set in Canada.
s202,TV Show,Silent Empire 202,,"Oscar Isaac, Deepika Padukone",China,"February 16, 2015",2004,G,2 Seasons,Stand-Up Comedy,A tv show about identity set in China.
s203,Movie,Midnight Whisper 203,,"Tilda Swinton, Idris Elba, Saoirse Ronan, Song Kang-ho",Indonesia,"August 03, 2020",1990,PG,159 min,Music & Musicals,A movie about identity set in Indonesia.
s204,Movie,Lost Hour 204,Hayao Miyazaki,"Florence Pugh, Saoirse Ronan",Mexico,,2013,G,159 min,"International Movies, Sci-Fi & Fantasy",A movie about power set in Mexico.
s205,Movie,Frozen Kingdom 205,Anurag Kashyap,"Shah Rukh Khan, Song Kang-ho",South Korea,"July 07, 2017",1996,TV-Y,63 min,"Documentaries, Dramas, Anime Series",A movie about power set in South Korea.
s206,Movie,Midnight Kingdom 206,,"Deepika Padukone, Zendaya",Italy,"January 26, 2017",2017,TV-Y,75 min,"Dramas, Comedies, International Movies",A movie about power set in Italy.
s207,TV Show,Eternal City 207,Greta Gerwig,"Shah Rukh Khan, Saoirse Ronan, Florence Pugh, Deepika Padukone",United States,"December 19, 2019",2004,TV-Y,9 Season,"Documentaries, Sci-Fi & Fantasy, TV Dramas",A tv show about love set in United States.
s208,Movie,Frozen Promise 208,,,China,"November 28, 2009",2009,PG,99 min,"Korean TV Shows, Documentaries",A movie about crime set in China.
s209,Movie,Velvet Project 209,Christopher Nolan,"Zendaya, Tilda Swinton",Mexico,"August 15, 2013",1996,NR,169 min,"TV Dramas, Documentaries",A movie about power set in Mexico.
s210,Movie,Midnight Storm 210,Bong Joon-ho,"Tilda Swinton, Oscar Isaac, Daniel Kaluuya, Saoirse Ronan, Mahershala Ali",Philippines,"February 04, 2015",2017,PG,108 min,Stand-Up Comedy,A movie about family set in Philippines.
s211,TV Show,Silent Hour 211,Spike Lee,"Oscar Isaac, Deepika Padukone, Lupita Nyong'o, Viola Davis",Indonesia,"April 17, 2014",1998,R,5 Seasons,"Comedies, Music & Musicals, Dramas",A tv show about identity set in Indonesia.
s212,Movie,Dark Code 212,Mira Nair,"Lupita Nyong'o, Daniel Kaluuya",China,"May 02, 2011",2013,NR,119 min,Anime Series,A movie about identity set in China.
s213,Movie,Broken Whisper 213,Park Chan-wook,"Saoirse Ronan, Deepika Padukone, Shah Rukh Khan",Philippines,"April 12, 2011",2020,TV-MA,101 min,"Horror Movies, Comedies",A movie about family set in Philippines.
s214,Movie,Lost Hour 214,,"Florence Pugh, Deepika Padukone, Zendaya, Tom Hardy",,"April 25, 2010",2007,PG-13,193 min,"Independent Movies, Romantic Movies, TV Comedies",A movie about power set in an unnamed place.
s215,Movie,Velvet Hour 215,Christopher Nolan,"Deepika Padukone, Lupita Nyong'o, Penelope Cruz, Idris Elba, Florence Pugh",Argentina,"February 24, 2008",1998,R,64 min,"Children & Family Movies, Thrillers, Documentaries",A movie about crime set in Argentina.
s216,Movie,Velvet Memory 216,Park Chan-wook,"Song Kang-ho, Deepika Padukone, Tilda Swinton, Zendaya",Philippines,"March 20, 2017",1991,TV-PG,191 min,"Romantic Movies, Documentaries, Korean TV Shows",A movie about love set in Philippines.
s217,TV Show,Silent Empire 217,,"Tom Hardy, Zendaya, Mahershala Ali, Riz Ahmed, Tilda Swinton",United Kingdom,"August 08, 2021",2020,TV-PG,4 Seasons,"Documentaries, Independent Movies, Romantic Movies",A tv show about identity set in United Kingdom.
s218,Movie,Hidden Promise 218,Denis Villeneuve,"Deepika Padukone, Penelope Cruz",Canada,,2016,NR,69 min,British TV Shows,A movie about identity set in Canada.
s219,Movie,Bright Truth 219,Christopher Nolan,,Indonesia,"January 10, 2008",2017,PG,56 min,"Korean TV Shows, Stand-Up Comedy, Horror Movies",A movie about survival set in Indonesia.
s220,TV Show,Broken Whisper 220,Ava DuVernay,"Riz Ahmed, Shah Rukh Khan",Spain,"November 17, 2009",2008,G,7 Season,Dramas,A tv show about identity set in Spain.
s221,Movie,Frozen Empire 221,Bong Joon-ho,"Riz Ahmed, Idris Elba, Viola Davis, Shah Rukh Khan",Philippines,"January 09, 2020",2017,NR,115 min,"TV Comedies, Thrillers, Stand-Up Comedy",A movie about identity set in Philippines.
s222,TV Show,Wild Promise 222,Pedro Almodovar,"Mahershala Ali, Florence Pugh, Daniel Kaluuya, Penelope Cruz",Canada,"January 06, 2018",2000,G,7 Seasons,"Music & Musicals, International Movies, Romantic Movies",A tv show about survival set in Canada.
s223,TV Show,Lost Truth 223,,"Shah Rukh Khan, Viola Davis, Saoirse Ronan, Song Kang-ho, Idris Elba",India,"December 26, 2016",2008,NR,1 Seasons,British TV Shows,A tv show about survival set in India.
s224,Movie,Dark Hour 224,Pedro Almodovar,"Deepika Padukone, Oscar Isaac",India,"January 03, 2008",2000,PG-13,147 min,"TV Comedies, Music & Musicals",A movie about identity set in India.
s225,Movie,Lost Memory 225,Christopher Nolan,"Mahershala Ali, Riz Ahmed, Saoirse Ronan, Song Kang-ho",South Korea,"January 22, 2017",1990,TV-Y,174 min,Reality TV,A movie about love set in South Korea.
